"Page types allowed for lowercase redirects","Page types allowed for lowercase redirects"
"Specify which page types should be included in lowercase redirection rules.","Specify which page types should be included in lowercase redirection rules."
"SEO-friendly URL settings","SEO-friendly URL settings"
"Configure URL structure optimization for better search engine visibility.","Configure URL structure optimization for better search engine visibility."
"Create shorter category URLs","Create shorter category URLs"
"Generate shorter, cleaner category URLs by eliminating parent category paths.","Generate shorter, cleaner category URLs by eliminating parent category paths."
"Apply the parent category path removal to all existing category URLs in the database.<br/>Save configuration before pushing the button.","Apply the parent category path removal to all existing category URLs in the database.<br/>Save configuration before pushing the button."
"Product","Product"
"URL key template","URL key template"
"Define a structured template for automatic product URL key generation using product attributes.<br/><br/>Example:<br/><code>[product_name] [product_sku] [by {product_manufacturer}] [color {product_color}]</code><br/><br/>To apply for all products run in ssh:<br/><code>bin/magento mirasvit:seo:product-url-template --apply</code><br/><br/>Additional info:<br/><code>bin/magento mirasvit:seo:product-url-template</code>","Define a structured template for automatic product URL key generation using product attributes.<br/><br/>Example:<br/><code>[product_name] [product_sku] [by {product_manufacturer}] [color {product_color}]</code><br/><br/>To apply for all products run in ssh:<br/><code>bin/magento mirasvit:seo:product-url-template --apply</code><br/><br/>Additional info:<br/><code>bin/magento mirasvit:seo:product-url-template</code>"
"Function is disabled if current field is empty.","Function is disabled if current field is empty."
"Use template for new product URLs","Use template for new product URLs"
"Automatically generate URL keys based on the template when creating new products.","Automatically generate URL keys based on the template when creating new products."
"If enabled, the extension will overwrite the Magento native URL key <br/>","If enabled, the extension will overwrite the Magento native URL key <br/>"
"Update URLs on visibility change","Update URLs on visibility change"
"Regenerate URL keys when product visibility is updated to maintain consistency.","Regenerate URL keys when product visibility is updated to maintain consistency."
"SEO-friendly product image settings","SEO-friendly product image settings"
"Optimize product image filenames and attributes for better image search visibility.","Optimize product image filenames and attributes for better image search visibility."
"Enable SEO-friendly image URLs","Enable SEO-friendly image URLs"
"Generate descriptive, keyword-rich image filenames for product images.<br><strong>Warning:</strong> This feature may cause significant performance issues when using remote storage (AWS S3, Azure Blob, etc.) due to additional API calls required to check file existence. For stores with remote storage, consider keeping this option disabled or expect increased page load times.","Generate descriptive, keyword-rich image filenames for product images.<br><strong>Warning:</strong> This feature may cause significant performance issues when using remote storage (AWS S3, Azure Blob, etc.) due to additional API calls required to check file existence. For stores with remote storage, consider keeping this option disabled or expect increased page load times."
"Image name template","Image name template"
"Define the pattern for generating SEO-friendly image filenames using product attributes.<br/>If empty, [product_name] will be used.","Define the pattern for generating SEO-friendly image filenames using product attributes.<br/>If empty, [product_name] will be used."
"Autogenerate image alt and title","Autogenerate image alt and title"
"Automatically create descriptive alt and title attributes for product images.","Automatically create descriptive alt and title attributes for product images."
"Image alt template","Image alt template"
"Define the pattern for generating image alt text using product attributes.","Define the pattern for generating image alt text using product attributes."
"To get the value in the image template (usually image_with_borders.phtml), use $block->getLabel()","To get the value in the image template (usually image_with_borders.phtml), use $block->getLabel()"
"Image title template","Image title template"
"Define the pattern for generating image title attributes using product attributes.<br/>If empty, a value from the 'Image alt template' field will be used.","Define the pattern for generating image title attributes using product attributes.<br/>If empty, a value from the 'Image alt template' field will be used."
"To get the value in the image template (usually image_with_borders.phtml), use $block->getTitle()","To get the value in the image template (usually image_with_borders.phtml), use $block->getTitle()"
"Product breadcrumbs","Product breadcrumbs"
"Configure product page breadcrumb trail generation to improve navigation and SEO.","Configure product page breadcrumb trail generation to improve navigation and SEO."
"Appearance","Appearance"
